127.0.0.1 - - [18/Dec/2021:10:31:33 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [18/Dec/2021:10:31:38 +0900] "GET /ExtraJSP1/ex01/Example1.jsp HTTP/1.1" 200 202
0:0:0:0:0:0:0:1 - - [18/Dec/2021:10:31:38 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [18/Dec/2021:10:41:37 +0900] "GET /ExtraJSP1/ex01/Example2.jsp HTTP/1.1" 200 199
0:0:0:0:0:0:0:1 - - [18/Dec/2021:10:41:44 +0900] "GET /ExtraJSP1/ex01/Example2_1.jsp?test1=100&test2=200 HTTP/1.1" 200 173
0:0:0:0:0:0:0:1 - - [18/Dec/2021:10:44:36 +0900] "GET /ExtraJSP1/ex01/Example2.jsp HTTP/1.1" 200 219
0:0:0:0:0:0:0:1 - - [18/Dec/2021:10:44:38 +0900] "GET /ExtraJSP1/ex01/Example2_1.jsp?test1=100&test2=200&test3=300&test3=400 HTTP/1.1" 200 218
0:0:0:0:0:0:0:1 - - [18/Dec/2021:10:49:12 +0900] "GET /ExtraJSP1/ex01/Example3.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Dec/2021:10:49:13 +0900] "GET /ExtraJSP1/ex01/Example3_1.jsp HTTP/1.1" 200 152
0:0:0:0:0:0:0:1 - - [18/Dec/2021:11:13:20 +0900] "GET /ExtraJSP1/ex01/Example4.jsp HTTP/1.1" 200 164
0:0:0:0:0:0:0:1 - - [18/Dec/2021:11:14:08 +0900] "GET /ExtraJSP1/ex01/Example4.jsp HTTP/1.1" 200 164
0:0:0:0:0:0:0:1 - - [18/Dec/2021:11:17:00 +0900] "GET /ExtraJSP1/ex01/Example4.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Dec/2021:11:17:00 +0900] "GET /ExtraJSP1/ex01/Example4_1.jsp HTTP/1.1" 200 164
0:0:0:0:0:0:0:1 - - [18/Dec/2021:11:18:38 +0900] "GET /ExtraJSP1/ex01/Example4.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Dec/2021:11:18:39 +0900] "GET /ExtraJSP1/ex01/Example4_1.jsp HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [18/Dec/2021:11:19:07 +0900] "GET /ExtraJSP1/ex01/Example4.jsp HTTP/1.1" 200 205
0:0:0:0:0:0:0:1 - - [18/Dec/2021:11:35:19 +0900] "GET /ExtraJSP1/ex01/Example4.jsp HTTP/1.1" 200 255
0:0:0:0:0:0:0:1 - - [18/Dec/2021:11:42:02 +0900] "GET /ExtraJSP1/ex01/Example4.jsp HTTP/1.1" 200 322
0:0:0:0:0:0:0:1 - - [18/Dec/2021:11:49:26 +0900] "GET /ExtraJSP1/ex01/Example5.jsp HTTP/1.1" 200 182
0:0:0:0:0:0:0:1 - - [18/Dec/2021:12:04:16 +0900] "GET /ExtraJSP1/ex01/Example5.jsp HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [18/Dec/2021:12:21:12 +0900] "GET /ExtraJSP1/ex01/Example6.jsp HTTP/1.1" 200 283
